Time,name,cmd
1648914847.2905068,gripper,0.05305663123726845
1648914847.2905922,gripper,0.05305663123726845
1648914847.307407,gripper,0.05305663123726845
1648914847.3274593,gripper,0.05305663123726845
1648914847.3473542,gripper,0.05305663123726845
1648914847.3673944,gripper,0.05305663123726845
1648914847.3874042,gripper,0.05305663123726845
1648914847.4073768,gripper,0.05305663123726845
1648914847.4273834,gripper,0.05305663123726845
1648914847.4474206,gripper,0.05305663123726845
1648914847.4674087,gripper,0.05305663123726845
1648914847.4874103,gripper,0.05305663123726845
1648914847.5075257,gripper,0.05305663123726845
1648914847.5274158,gripper,0.05305663123726845
1648914847.5474296,gripper,0.05305663123726845
1648914847.5673203,gripper,0.05305663123726845
1648914847.5873754,gripper,0.05310683324933052
1648914847.607408,gripper,0.05305663123726845
1648914847.627337,gripper,0.05305663123726845
1648914847.6474113,gripper,0.05305663123726845
1648914847.6674435,gripper,0.05305663123726845
1648914847.687386,gripper,0.05305663123726845
1648914847.7073898,gripper,0.05305663123726845
1648914847.7273295,gripper,0.05305663123726845
1648914847.7474024,gripper,0.05305663123726845
1648914847.767365,gripper,0.05305663123726845
1648914847.787342,gripper,0.05305663123726845
1648914847.80737,gripper,0.05305663123726845
1648914847.8273785,gripper,0.05305663123726845
1648914847.8473837,gripper,0.05305663123726845
1648914847.8673673,gripper,0.05305663123726845
1648914847.8873594,gripper,0.05305663123726845
1648914847.9073663,gripper,0.05305663123726845
1648914847.9274778,gripper,0.05305663123726845
1648914847.9473424,gripper,0.05305663123726845
1648914847.9673767,gripper,0.05305663123726845
1648914847.9873643,gripper,0.05305663123726845
1648914848.007342,gripper,0.05305663123726845
1648914848.0273714,gripper,0.05305663123726845
1648914848.0474327,gripper,0.05305663123726845
1648914848.0674074,gripper,0.05305663123726845
1648914848.087371,gripper,0.05305663123726845
1648914848.107346,gripper,0.05305663123726845
1648914848.1273818,gripper,0.05305663123726845
1648914848.1473458,gripper,0.05305663123726845
1648914848.1674204,gripper,0.05305663123726845
1648914848.187402,gripper,0.05305663123726845
1648914848.207368,gripper,0.05305663123726845
1648914848.2273643,gripper,0.05305663123726845
1648914848.2473855,gripper,0.05305663123726845
1648914848.2674007,gripper,0.05305663123726845
1648914848.2874177,gripper,0.05305663123726845
1648914848.3074827,gripper,0.05305663123726845
1648914848.3273804,gripper,0.05305663123726845
1648914848.3473337,gripper,0.05305663123726845
1648914848.3673253,gripper,0.05305663123726845
1648914848.387301,gripper,0.05305663123726845
1648914848.4073308,gripper,0.05305663123726845
1648914848.4273648,gripper,0.05305663123726845
1648914848.4473777,gripper,0.05305663123726845
1648914848.4673746,gripper,0.05305663123726845
1648914848.4873989,gripper,0.05305663123726845
1648914848.5073183,gripper,0.05305663123726845
1648914848.5273979,gripper,0.05305663123726845
1648914848.5473886,gripper,0.05305663123726845
1648914848.5674112,gripper,0.05305663123726845
1648914848.5874062,gripper,0.05305663123726845
1648914848.6073813,gripper,0.05305663123726845
1648914848.6273742,gripper,0.05305663123726845
1648914848.6473773,gripper,0.05305663123726845
1648914848.6674287,gripper,0.05305663123726845
