Time,name,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5
1649018001.4901896,arm,0.1365242898464203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.4902675,arm,0.13499031960964203,-0.22396120429039001,0.004601942375302315,0.05062136799097061,1.4603497982025146,0.0
1649018001.508861,arm,0.13499031960964203,-0.22396120429039001,0.004601942375302315,0.05062136799097061,1.4603497982025146,0.0
1649018001.528955,arm,0.13499031960964203,-0.22242721915245056,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.5488608,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.568953,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.052155349403619766,1.4603497982025146,0.0
1649018001.5889103,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.608877,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.6289792,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.6489077,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4588158130645752,0.0
1649018001.6689103,arm,0.13499031960964203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.6889412,arm,0.13499031960964203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.7088847,arm,0.13499031960964203,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.7290032,arm,0.1365242898464203,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4588158130645752,0.0
1649018001.7488666,arm,0.1365242898464203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.7689428,arm,0.1365242898464203,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.7889376,arm,0.1365242898464203,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.8089445,arm,0.1365242898464203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.8288722,arm,0.1365242898464203,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.8488798,arm,0.1365242898464203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.8689888,arm,0.1365242898464203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.888933,arm,0.1365242898464203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.9089353,arm,0.1365242898464203,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.9289043,arm,0.1365242898464203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.9489412,arm,0.1365242898464203,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018001.9689956,arm,0.1365242898464203,-0.22242721915245056,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018001.9890108,arm,0.1365242898464203,-0.22242721915245056,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.0089712,arm,0.1365242898464203,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.0290167,arm,0.13805827498435974,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.0488098,arm,0.13805827498435974,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.0689387,arm,0.13805827498435974,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.0889387,arm,0.13805827498435974,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4588158130645752,0.0
1649018002.108929,arm,0.13805827498435974,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.1289334,arm,0.1395922601222992,-0.22396120429039001,0.006135923322290182,0.05062136799097061,1.4603497982025146,0.0
1649018002.1489227,arm,0.14112623035907745,-0.22242721915245056,0.0076699042692780495,0.05062136799097061,1.4588158130645752,0.0
1649018002.1689546,arm,0.1426602154970169,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018002.188955,arm,0.1426602154970169,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
1649018002.2088773,arm,0.1426602154970169,-0.22396120429039001,0.0076699042692780495,0.05062136799097061,1.4603497982025146,0.0
