Time,name,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5
1649974702.4842727,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.4844496,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.5014563,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.521509,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.5415752,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.561509,arm,-0.0015339808305725455,-1.919010043144226,1.6321556568145752,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.5815933,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.6014936,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.62154,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.641616,arm,-0.0015339808305725455,-1.919010043144226,1.6321556568145752,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.6615355,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.6815994,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.7015843,arm,-0.0015339808305725455,-1.919010043144226,1.6321556568145752,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.7215934,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.7415106,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.7615151,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.7814558,arm,-0.0015339808305725455,-1.919010043144226,1.6321556568145752,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.8014731,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.8214538,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.8414824,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.8615992,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.8815405,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.9014273,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.013805827125906944,0.630466103553772,-0.003067961661145091
1649974702.9213357,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.9413245,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.9613585,arm,-0.0015339808305725455,-1.919010043144226,1.6306216716766357,0.012271846644580364,0.630466103553772,-0.003067961661145091
1649974702.9813673,arm,-0.0015339808305725455,-1.919010043144226,1.6321556568145752,0.012271846644580364,0.630466103553772,-0.003067961661145091
