Time,name,cmd
1649557382.7459776,gripper,0.07470887899398804
1649557382.7460208,gripper,0.07472503930330276
1649557382.7654219,gripper,0.07472503930330276
1649557382.785377,gripper,0.07470887899398804
1649557382.8052938,gripper,0.07470887899398804
1649557382.8253553,gripper,0.07470887899398804
1649557382.8452566,gripper,0.07470887899398804
1649557382.8653252,gripper,0.07470887899398804
1649557382.8853362,gripper,0.07472503930330276
1649557382.905326,gripper,0.07470887899398804
1649557382.9254699,gripper,0.07470887899398804
1649557382.9453034,gripper,0.07472503930330276
1649557382.965371,gripper,0.07470887899398804
1649557382.9852734,gripper,0.07470887899398804
1649557383.0053415,gripper,0.07470887899398804
1649557383.0253375,gripper,0.07472503930330276
1649557383.0454166,gripper,0.07470887899398804
1649557383.0654078,gripper,0.07470887899398804
1649557383.0853488,gripper,0.07472503930330276
1649557383.1053712,gripper,0.07470887899398804
1649557383.125421,gripper,0.07470887899398804
1649557383.1453617,gripper,0.07472503930330276
1649557383.1653464,gripper,0.07470887899398804
1649557383.1853197,gripper,0.07472503930330276
1649557383.2053688,gripper,0.07472503930330276
1649557383.2253723,gripper,0.07470887899398804
1649557383.2452765,gripper,0.07470887899398804
1649557383.265411,gripper,0.07470887899398804
1649557383.2853613,gripper,0.07472503930330276
1649557383.305331,gripper,0.07472503930330276
1649557383.3253434,gripper,0.07470887899398804
1649557383.3453615,gripper,0.07470887899398804
1649557383.365407,gripper,0.07472503930330276
1649557383.3853874,gripper,0.07470887899398804
1649557383.4053211,gripper,0.07472503930330276
1649557383.425268,gripper,0.07470887899398804
1649557383.445295,gripper,0.07472503930330276
1649557383.4654052,gripper,0.07472503930330276
1649557383.485372,gripper,0.07470887899398804
1649557383.5053816,gripper,0.07472503930330276
1649557383.5253685,gripper,0.07472503930330276
1649557383.5454233,gripper,0.07472503930330276
1649557383.5652802,gripper,0.07472503930330276
1649557383.5853229,gripper,0.07472503930330276
1649557383.6053758,gripper,0.07470887899398804
1649557383.6253104,gripper,0.07472503930330276
1649557383.645196,gripper,0.07470887899398804
1649557383.665282,gripper,0.07470887899398804
1649557383.6852772,gripper,0.07472503930330276
1649557383.7052453,gripper,0.07472503930330276
1649557383.7253392,gripper,0.07472503930330276
1649557383.7452986,gripper,0.07470887899398804
1649557383.765338,gripper,0.07470887899398804
1649557383.7853768,gripper,0.07470887899398804
1649557383.8053355,gripper,0.07470887899398804
1649557383.8254128,gripper,0.07472503930330276
1649557383.845316,gripper,0.07470887899398804
1649557383.8652687,gripper,0.07470887899398804
1649557383.8852801,gripper,0.07470887899398804
1649557383.9053292,gripper,0.07470887899398804
1649557383.925268,gripper,0.07472503930330276
1649557383.9453602,gripper,0.07470887899398804
1649557383.9653456,gripper,0.07472503930330276
1649557383.9854105,gripper,0.07472503930330276
1649557384.0053344,gripper,0.07470887899398804
1649557384.025305,gripper,0.07472503930330276
1649557384.0453463,gripper,0.07470887899398804
1649557384.0653126,gripper,0.07470887899398804
1649557384.0852783,gripper,0.07472503930330276
1649557384.105347,gripper,0.07472503930330276
1649557384.1253474,gripper,0.07470887899398804
1649557384.145403,gripper,0.07470887899398804
1649557384.1653726,gripper,0.07470887899398804
1649557384.185314,gripper,0.07472503930330276
1649557384.2053306,gripper,0.07470887899398804
1649557384.2253726,gripper,0.07470887899398804
1649557384.2453637,gripper,0.07472503930330276
1649557384.2653668,gripper,0.07472503930330276
1649557384.2853692,gripper,0.07472503930330276
1649557384.3053398,gripper,0.07470887899398804
1649557384.3253922,gripper,0.07472503930330276
1649557384.3453376,gripper,0.07470887899398804
1649557384.365407,gripper,0.07470887899398804
1649557384.3852556,gripper,0.07470887899398804
1649557384.4053538,gripper,0.07470887899398804
1649557384.4253874,gripper,0.07470887899398804
1649557384.4453266,gripper,0.07472503930330276
1649557384.4653175,gripper,0.07470887899398804
1649557384.4852974,gripper,0.07472503930330276
1649557384.5052583,gripper,0.07472503930330276
1649557384.5253747,gripper,0.07470887899398804
1649557384.5453582,gripper,0.07472503930330276
1649557384.5653708,gripper,0.07472503930330276
1649557384.5853593,gripper,0.07470887899398804
1649557384.6053019,gripper,0.07472503930330276
1649557384.6253736,gripper,0.07470887899398804
1649557384.6453109,gripper,0.07472503930330276
1649557384.6653454,gripper,0.07470887899398804
1649557384.685315,gripper,0.07470887899398804
1649557384.7053516,gripper,0.07470887899398804
1649557384.7253134,gripper,0.07470887899398804
1649557384.7453766,gripper,0.07472503930330276
1649557384.765381,gripper,0.07470887899398804
1649557384.7853196,gripper,0.07470887899398804
1649557384.8053424,gripper,0.07470887899398804
1649557384.8253796,gripper,0.07470887899398804
1649557384.845413,gripper,0.07472503930330276
1649557384.8653111,gripper,0.07470887899398804
