Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,cam1_marker.header.seq,cam1_marker.header.stamp.secs,cam1_marker.header.stamp.nsecs,cam1_marker.header.frame_id,cam1_marker.id,cam1_marker.time,cam1_marker.confidence,cam1_marker.pose.header.seq,cam1_marker.pose.header.stamp.secs,cam1_marker.pose.header.stamp.nsecs,cam1_marker.pose.header.frame_id,cam1_marker.pose.pose.position.x,cam1_marker.pose.pose.position.y,cam1_marker.pose.pose.position.z,cam1_marker.pose.pose.orientation.x,cam1_marker.pose.pose.orientation.y,cam1_marker.pose.pose.orientation.z,cam1_marker.pose.pose.orientation.w,cam2_marker.header.seq,cam2_marker.header.stamp.secs,cam2_marker.header.stamp.nsecs,cam2_marker.header.frame_id,cam2_marker.id,cam2_marker.time,cam2_marker.confidence,cam2_marker.pose.header.seq,cam2_marker.pose.header.stamp.secs,cam2_marker.pose.header.stamp.nsecs,cam2_marker.pose.header.frame_id,cam2_marker.pose.pose.position.x,cam2_marker.pose.pose.position.y,cam2_marker.pose.pose.position.z,cam2_marker.pose.pose.orientation.x,cam2_marker.pose.pose.orientation.y,cam2_marker.pose.pose.orientation.z,cam2_marker.pose.pose.orientation.w,cam3_marker.header.seq,cam3_marker.header.stamp.secs,cam3_marker.header.stamp.nsecs,cam3_marker.header.frame_id,cam3_marker.id,cam3_marker.time,cam3_marker.confidence,cam3_marker.pose.header.seq,cam3_marker.pose.header.stamp.secs,cam3_marker.pose.header.stamp.nsecs,cam3_marker.pose.header.frame_id,cam3_marker.pose.pose.position.x,cam3_marker.pose.pose.position.y,cam3_marker.pose.pose.position.z,cam3_marker.pose.pose.orientation.x,cam3_marker.pose.pose.orientation.y,cam3_marker.pose.pose.orientation.z,cam3_marker.pose.pose.orientation.w,avg_marker.header.seq,avg_marker.header.stamp.secs,avg_marker.header.stamp.nsecs,avg_marker.header.frame_id,avg_marker.id,avg_marker.time,avg_marker.confidence,avg_marker.pose.header.seq,avg_marker.pose.header.stamp.secs,avg_marker.pose.header.stamp.nsecs,avg_marker.pose.header.frame_id,avg_marker.pose.pose.position.x,avg_marker.pose.pose.position.y,avg_marker.pose.pose.position.z,avg_marker.pose.pose.orientation.x,avg_marker.pose.pose.orientation.y,avg_marker.pose.pose.orientation.z,avg_marker.pose.pose.orientation.w,joint_states.header.seq,joint_states.header.stamp.secs,joint_states.header.stamp.nsecs,joint_states.header.frame_id,joint_states.name,joint_states.position,joint_states.velocity,joint_states.effort
1652336573.1742811,0,0,0,,269,1652336573,100652456,wx250s/base_link,0,1652336573.1006525,0,0,0,0,,0.4555491710153591,0.00543780846298242,0.1362522651878118,0.019510528570307273,0.08169566066371083,0.36041293432372384,0.9290035926065033,278,1652336573,86359262,wx250s/base_link,0,1652336573.0863593,0,0,0,0,,0.4536724998253136,0.00017576046230571157,0.14859464431254887,-0.09999689798021265,-0.005023449628216145,0.3604594592210492,0.9273857684945551,268,1652336573,104083300,wx250s/base_link,0,1652336573.1040833,0,0,0,0,,0.45691637099405225,0.0006259789501758886,0.14307631443030383,0.019974547618768955,0.0892470807026711,0.35925285047506184,0.9287482788457911,0,0,0,,0,1652336573.0970316,0,0,0,0,,0.45537934727824164,0.00207984929182134,0.14264107464355483,-0.02017060726371214,0.05530643057938859,0.3600417480066116,0.9283792133156165,1553,1652336573,91488474,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.25003886222839355, 0.8973788022994995, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.023980824276804924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.2142484,1,0,0,,270,1652336573,134236813,wx250s/base_link,0,1652336573.1342368,0,0,0,0,,0.4558645310190863,0.005613823005563045,0.13542060793820432,0.019126415469679366,0.08325670790800373,0.3573263016927099,0.930064736960935,279,1652336573,119957924,wx250s/base_link,0,1652336573.119958,0,0,0,0,,0.45387912759308413,0.00011285601127021885,0.14971223519883825,0.11549171208534711,0.09769134364760015,0.34441637784963447,0.9265502816819279,269,1652336573,137805223,wx250s/base_link,0,1652336573.1378052,0,0,0,0,,0.4561826795989008,0.0006350055102944049,0.14205401485799035,0.019308032237864158,0.08930519235222327,0.36049602201179626,0.92827495960179,0,0,0,,0,1652336573.1306667,0,0,0,0,,0.45530877940369036,0.0021205615090425563,0.14239561933167763,0.05130871993096354,0.0900844146359424,0.3540795671847135,0.9282966594148844,1557,1652336573,131413898,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.25003886222839355, 0.898912787437439, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.023980824276804924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.254429,2,0,0,,271,1652336573,167821407,wx250s/base_link,0,1652336573.1678214,0,0,0,0,,0.456412866601133,0.005482740267241595,0.13448546329290006,0.019919155877911758,0.08180825836276698,0.35877098397602614,0.9296203618411315,280,1652336573,153556585,wx250s/base_link,0,1652336573.1535566,0,0,0,0,,0.4532945489517409,0.00034683463184442126,0.1467490729994727,-0.12082540725429773,0.0487413907145766,0.35675830959811305,0.9250670280178291,270,1652336573,171529531,wx250s/base_link,0,1652336573.1715295,0,0,0,0,,0.45547287793498387,0.0005227703031972092,0.1411255226182478,0.021840537712944096,0.09414547213926297,0.36041808275020787,0.9277706756600734,0,0,0,,0,1652336573.1643026,0,0,0,0,,0.45506009782928597,0.002117448400761075,0.1407866863035402,-0.02635523788781396,0.07489837373886885,0.358649125441449,0.927486021839678,1561,1652336573,171408941,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.25003886222839355, 0.898912787437439, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.2742722,3,0,0,,272,1652336573,201405764,wx250s/base_link,0,1652336573.2014058,0,0,0,0,,0.4564368445429179,0.005399241312313658,0.13437546875216505,0.018511742632649437,0.08089588620964643,0.3597215123696168,0.9293619340803528,281,1652336573,187155724,wx250s/base_link,0,1652336573.1871557,0,0,0,0,,0.4536106639295945,0.00038990810021600347,0.14984082777347796,-0.10477558575100099,-0.012716367428386388,0.3577141922874992,0.9278474698279148,271,1652336573,205255747,wx250s/base_link,0,1652336573.2052557,0,0,0,0,,0.4556741414572388,0.0005258891539410074,0.141466191363826,0.02075620240684798,0.09344125783509498,0.3610382926750458,0.927625604766346,0,0,0,,0,1652336573.197939,0,0,0,0,,0.4552405499765837,0.0021050128554902232,0.141894162629823,-0.02183588023716786,0.053873592205451674,0.3594913324440539,0.9282783362248712,1563,1652336573,191392285,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.25003886222839355, 0.898912787437439, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.3142352,4,0,0,,273,1652336573,234989882,wx250s/base_link,0,1652336573.23499,0,0,0,0,,0.45720581613213396,0.005451842925554161,0.133080078998136,0.019815911133073655,0.07770886134653388,0.35816489831692117,0.930207809119995,282,1652336573,220754862,wx250s/base_link,0,1652336573.2207549,0,0,0,0,,0.4535832483451671,0.0004876829762251282,0.1503241174900235,-0.12685288895689778,0.07470084662424405,0.35719487308138026,0.922355653054334,272,1652336573,238984823,wx250s/base_link,0,1652336573.2389848,0,0,0,0,,0.4558722387422696,0.0006330780804213385,0.14150955786739494,0.021731371019029465,0.09106941807555387,0.36095858266277187,0.9278701472765982,0,0,0,,0,1652336573.2315767,0,0,0,0,,0.4555537677398569,0.002190867994066876,0.14163791811851814,-0.028435202268264886,0.08115970868211059,0.3587727846870244,0.9268112031503092,1567,1652336573,231359070,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.25003886222839355, 0.898912787437439, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.3542702,5,0,0,,274,1652336573,268573999,wx250s/base_link,0,1652336573.268574,0,0,0,0,,0.45505706248672917,0.005629738273388021,0.13472160720472282,0.02086901229834388,0.08258923062823595,0.3591564139717836,0.9293816081744122,283,1652336573,254354000,wx250s/base_link,0,1652336573.254354,0,0,0,0,,0.453128485042702,0.0004456906313904177,0.14708237572129723,-0.09733513155107315,0.050945019443248675,0.3568078291374371,0.9276953434323642,273,1652336573,272716045,wx250s/base_link,0,1652336573.272716,0,0,0,0,,0.45561486116530514,0.0008249197748134846,0.14044917145993802,0.020308847877287792,0.09107230020421136,0.3601097955729952,0.9282318255510241,0,0,0,,0,1652336573.265215,0,0,0,0,,0.45460013623157874,0.002300116226530641,0.14075105146198602,-0.018719090458480494,0.07486885009189866,0.3586913462274053,0.9284362590526002,1571,1652336573,271358867,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.25003886222839355, 0.9004467725753784, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.3942187,6,0,0,,275,1652336573,302157879,wx250s/base_link,0,1652336573.3021579,0,0,0,0,,0.4552456832138856,0.006050731238318599,0.1324652854917368,0.023542314864804053,0.08385313811297199,0.35949964562632525,0.9290718031637598,284,1652336573,287953615,wx250s/base_link,0,1652336573.2879536,0,0,0,0,,0.45299639140299314,0.0007553452242257744,0.14702409114819237,-0.10441090039531838,0.06665906762019844,0.35789012720011404,0.9255104480422309,274,1652336573,306449413,wx250s/base_link,0,1652336573.3064494,0,0,0,0,,0.4568361926846992,0.001387262266432071,0.14046831899730933,0.01637088824763328,0.08876810855226276,0.3618314434881107,0.9278632568570369,0,0,0,,0,1652336573.2988536,0,0,0,0,,0.45502608910052594,0.002731112909658815,0.13998589854574617,-0.021499232427627014,0.07976010476181106,0.35974040543818336,0.9274818360210092,1573,1652336573,291356846,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.2485048919916153, 0.9004467725753784, -0.03988350182771683, -0.38656318187713623, 0.04448544234037399, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652336573.4142945,7,0,0,,276,1652336573,335745096,wx250s/base_link,0,1652336573.335745,0,0,0,0,,0.45609351744371385,0.006298066025259055,0.1297684953679099,0.030849302315291687,0.09393166537825903,0.3594867971849812,0.9278978421332873,285,1652336573,321553230,wx250s/base_link,0,1652336573.3215532,0,0,0,0,,0.4528630856312753,0.0008945621125900256,0.14533213984808513,0.09050776988914093,0.10310920207329084,0.34848419703794253,0.9272192839087873,275,1652336573,340185404,wx250s/base_link,0,1652336573.3401854,0,0,0,0,,0.45270169770310487,0.001265280662929913,0.13382539778178398,0.02062629967780626,0.1159289639597875,0.36350079782556105,0.9241223950630092,0,0,0,,0,1652336573.3324945,0,0,0,0,,0.45388610025936466,0.0028193029335929977,0.13630867766592633,0.04732779062741296,0.10432327713711247,0.3571572640161616,0.9264131737016945,1577,1652336573,331360573,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.010737866163253784, -0.24543693661689758, 0.9019807577133179, -0.03988350182771683, -0.3880971372127533, 0.0475534051656723, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.023980824276804924, 0.023980824276804924, 0.0, 0.0, 0.023980824276804924, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0)"
1652336573.4343903,8,0,0,,277,1652336573,369334936,wx250s/base_link,0,1652336573.369335,0,0,0,0,,0.46624498442260354,0.005811924408798805,0.12850888665190346,0.03377879084665645,0.11228666532269707,0.35948075075251806,0.9257560628578418,286,1652336573,355153084,wx250s/base_link,0,1652336573.355153,0,0,0,0,,0.45376936941486135,0.0009271577264448397,0.14530250579820425,0.09508170882227507,0.10348356226329497,0.34715856971928194,0.9272170988820242,276,1652336573,373923302,wx250s/base_link,0,1652336573.3739233,0,0,0,0,,0.45809738805024536,0.0008237512981296019,0.14728364597125182,0.11790663381369952,0.5154294001748206,0.32073121527503023,0.7858511606445263,0,0,0,,0,1652336573.3661373,0,0,0,0,,0.45937058062923675,0.002520944477791082,0.14036501280711985,0.082255711160877,0.24373320925360423,0.34245684524894343,0.879608107461464,1581,1652336573,371359217,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.012271846644580364, -0.24543693661689758, 0.9004467725753784, -0.03374757990241051, -0.39730104804039, 0.05522330850362778, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.04796164855360985, 0.023980824276804924, 0.04796164855360985, -0.0959232971072197, 0.14388494193553925, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, -16.139999389648438, 0.0, 0.0, 0.0)"
1652336573.494228,9,0,0,,278,1652336573,402924776,-1,0,0.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,1652336573,388753176,wx250s/base_link,0,1652336573.3887532,0,0,0,0,,0.45953079751832326,0.0004160940574507027,0.1661416659146886,0.11413981218872996,0.08740984885410501,0.34023163150512725,0.9292868548086664,277,1652336573,407629013,wx250s/base_link,0,1652336573.407629,0,0,0,0,,0.45889326990809415,-0.0018597106721784037,0.17552907513376464,0.048745152006195634,0.03428800393566814,0.34773831788736453,0.9356956263736979,0,0,0,,0,1652336573.398191,0,0,0,0,,0.45921203371320873,-0.0007218083073638505,0.17083537052422662,0.0814424820974628,0.06084892639488657,0.3439849746962459,0.932491240591182,1583,1652336573,391301291,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(0.012271846644580364, -0.251572847366333, 0.8912428617477417, -0.030679617077112198, -0.40343695878982544, 0.05675728991627693, -0.251572847366333, 0.016317667439579964, -0.016317667439579964)","(0.0, 0.0, -0.04796164855360985, 0.0959232971072197, -0.16786576807498932, 0.0959232971072197, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0, 0.0, -24.21000099182129, 0.0, 0.0, 0.0)"
