Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,cam1_marker.header.seq,cam1_marker.header.stamp.secs,cam1_marker.header.stamp.nsecs,cam1_marker.header.frame_id,cam1_marker.id,cam1_marker.time,cam1_marker.confidence,cam1_marker.pose.header.seq,cam1_marker.pose.header.stamp.secs,cam1_marker.pose.header.stamp.nsecs,cam1_marker.pose.header.frame_id,cam1_marker.pose.pose.position.x,cam1_marker.pose.pose.position.y,cam1_marker.pose.pose.position.z,cam1_marker.pose.pose.orientation.x,cam1_marker.pose.pose.orientation.y,cam1_marker.pose.pose.orientation.z,cam1_marker.pose.pose.orientation.w,cam2_marker.header.seq,cam2_marker.header.stamp.secs,cam2_marker.header.stamp.nsecs,cam2_marker.header.frame_id,cam2_marker.id,cam2_marker.time,cam2_marker.confidence,cam2_marker.pose.header.seq,cam2_marker.pose.header.stamp.secs,cam2_marker.pose.header.stamp.nsecs,cam2_marker.pose.header.frame_id,cam2_marker.pose.pose.position.x,cam2_marker.pose.pose.position.y,cam2_marker.pose.pose.position.z,cam2_marker.pose.pose.orientation.x,cam2_marker.pose.pose.orientation.y,cam2_marker.pose.pose.orientation.z,cam2_marker.pose.pose.orientation.w,cam3_marker.header.seq,cam3_marker.header.stamp.secs,cam3_marker.header.stamp.nsecs,cam3_marker.header.frame_id,cam3_marker.id,cam3_marker.time,cam3_marker.confidence,cam3_marker.pose.header.seq,cam3_marker.pose.header.stamp.secs,cam3_marker.pose.header.stamp.nsecs,cam3_marker.pose.header.frame_id,cam3_marker.pose.pose.position.x,cam3_marker.pose.pose.position.y,cam3_marker.pose.pose.position.z,cam3_marker.pose.pose.orientation.x,cam3_marker.pose.pose.orientation.y,cam3_marker.pose.pose.orientation.z,cam3_marker.pose.pose.orientation.w,avg_marker.header.seq,avg_marker.header.stamp.secs,avg_marker.header.stamp.nsecs,avg_marker.header.frame_id,avg_marker.id,avg_marker.time,avg_marker.confidence,avg_marker.pose.header.seq,avg_marker.pose.header.stamp.secs,avg_marker.pose.header.stamp.nsecs,avg_marker.pose.header.frame_id,avg_marker.pose.pose.position.x,avg_marker.pose.pose.position.y,avg_marker.pose.pose.position.z,avg_marker.pose.pose.orientation.x,avg_marker.pose.pose.orientation.y,avg_marker.pose.pose.orientation.z,avg_marker.pose.pose.orientation.w,joint_states.header.seq,joint_states.header.stamp.secs,joint_states.header.stamp.nsecs,joint_states.header.frame_id,joint_states.name,joint_states.position,joint_states.velocity,joint_states.effort
1652329984.8227203,0,0,0,,906,1652329984,738151789,wx250s/base_link,0,1652329984.7381518,0,0,0,0,,0.48418512952868764,-0.005656590954033381,0.1167748877431174,0.0875340034985184,0.070291431829859,0.7165698294556633,0.6884218128129813,526,1652329984,750890255,wx250s/base_link,0,1652329984.7508903,0,0,0,0,,0.45683016237736085,-0.012214994452689296,0.11547352291286095,0.07386497186816908,0.06224958519862989,0.7219594299203886,0.6851594972139995,340,1652329984,755458832,wx250s/base_link,0,1652329984.7554588,0,0,0,0,,0.4401471337282531,-0.012481814732018724,0.11784241301494436,0.062337404990039896,0.04550763634526099,0.7278933690488966,0.6813327720490352,0,0,0,,0,1652329984.748167,0,0,0,0,,0.46038747521143386,-0.010117800046247134,0.1166969412236409,0.07457879345224246,0.05934955112458329,0.7221408761416495,0.6849713606920053,3958,1652329984,758417308,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.2377670258283615, 0.8360195755958557, -0.0015339808305725455, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329984.8627136,1,0,0,,907,1652329984,771753073,wx250s/base_link,0,1652329984.771753,0,0,0,0,,0.48452420303849386,-0.005597159203668411,0.11595643084210239,0.08312974245615952,0.06159299883853072,0.7190708765769207,0.6871919839987574,527,1652329984,784492016,wx250s/base_link,0,1652329984.784492,0,0,0,0,,0.4567260383379718,-0.012156701319921248,0.11485279181728736,0.06341071388070584,0.07687753871685889,0.7217456338360219,0.684946834027734,341,1652329984,789079666,wx250s/base_link,0,1652329984.7890797,0,0,0,0,,0.43957973822012447,-0.01251681537987525,0.11702699486414114,0.06042582297271256,0.04457063922597902,0.7262831398757731,0.6832825028999692,0,0,0,,0,1652329984.7817748,0,0,0,0,,0.46027665986553007,-0.01009022530115497,0.11594540584117696,0.06898875976985931,0.061013725593789536,0.7223665500962385,0.6851404403088202,3960,1652329984,778449115,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8375535607337952, 0.0, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329984.8826346,2,0,0,,908,1652329984,805354357,wx250s/base_link,0,1652329984.8053544,0,0,0,0,,0.4850367460950916,-0.005611171534836508,0.11571269456421057,0.08743105147461576,0.06769866783753879,0.7181230763591316,0.6870749222694441,528,1652329984,818094015,wx250s/base_link,0,1652329984.818094,0,0,0,0,,0.4568138956645232,-0.012168661337809639,0.11506969370009534,0.07291859338039881,0.07161597417584924,0.7210472097958781,0.6853064659171453,342,1652329984,822700977,wx250s/base_link,0,1652329984.822701,0,0,0,0,,0.4402050202250059,-0.012455251944624213,0.11802808281429344,0.07124908326105914,0.04190173676159137,0.7255984153397146,0.6831359690773984,0,0,0,,0,1652329984.8153832,0,0,0,0,,0.4606852206615402,-0.010078361605756786,0.11627015702619979,0.07719957603869124,0.0604054595916598,0.7215895671649081,0.6851724524213293,3964,1652329984,818422902,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8360195755958557, -0.0015339808305725455, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329984.92289,3,0,0,,909,1652329984,838955641,wx250s/base_link,0,1652329984.8389556,0,0,0,0,,0.48444504344614026,-0.005618169018334672,0.1164648495777103,0.08798953228100023,0.0695031450437684,0.7172141245455811,0.6877725311397013,529,1652329984,851696014,wx250s/base_link,0,1652329984.851696,0,0,0,0,,0.4569016164676061,-0.012199777937567477,0.11606214021208283,0.06717678524738711,0.06768750307388484,0.7211071836208715,0.6862289058192057,343,1652329984,856322765,wx250s/base_link,0,1652329984.8563228,0,0,0,0,,0.44114584725394373,-0.012405960138016113,0.11912272636578447,0.06063040986566869,0.043959251588375235,0.7284601662745329,0.6809826163350948,0,0,0,,0,1652329984.8489914,0,0,0,0,,0.4608308357225634,-0.010074635697972754,0.1172165720518592,0.07193224246468534,0.060383299902009496,0.7222604914803284,0.6849946844313339,3966,1652329984,838437192,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8375535607337952, -0.0015339808305725455, -0.3466796576976776, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329984.962622,4,0,0,,910,1652329984,872556686,wx250s/base_link,0,1652329984.8725567,0,0,0,0,,0.4848363471899433,-0.005849196325072756,0.11553592018655295,0.08338628665482925,0.05921388272763204,0.7200278638449893,0.686367480710631,530,1652329984,885297775,wx250s/base_link,0,1652329984.8852978,0,0,0,0,,0.45658453641976154,-0.01247781482276046,0.11369485495944343,0.05029175152839932,0.0665462833684656,0.7232152113462729,0.6855669843096412,344,1652329984,889944792,wx250s/base_link,0,1652329984.8899448,0,0,0,0,,0.441669583188406,-0.01237227260117714,0.11972437691955873,0.053477509868254065,0.045740523488567275,0.7293386623021738,0.6805241186912911,0,0,0,,0,1652329984.8825998,0,0,0,0,,0.46103015559937033,-0.010233094583003451,0.1163183840218517,0.06238518268382754,0.057166896528221635,0.7241939124978121,0.6841528612371878,3970,1652329984,878450318,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8360195755958557, -0.0015339808305725455, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329984.9827075,5,0,0,,911,1652329984,906157732,wx250s/base_link,0,1652329984.9061577,0,0,0,0,,0.48412385074726405,-0.005921628322652967,0.11619913507075919,0.08205412752339683,0.05578211152464375,0.7209252303023811,0.6858733764359755,531,1652329984,918900013,wx250s/base_link,0,1652329984.9189,0,0,0,0,,0.456460854470334,-0.012654521532823954,0.11326008563342704,0.0508663196048481,0.0573426469753331,0.7230571764921147,0.6865222195173081,345,1652329984,923567295,wx250s/base_link,0,1652329984.9235673,0,0,0,0,,0.44243460923604117,-0.012313277516164851,0.1207233183091283,0.05315603065110181,0.04450064472173022,0.7296479719131703,0.680299908942936,0,0,0,,0,1652329984.9162083,0,0,0,0,,0.46100643815121306,-0.010296475790547257,0.11672751300443818,0.06202549259311558,0.05254180107390236,0.7245434595692221,0.6842318349654066,3974,1652329984,918410883,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.2377670258283615, 0.8360195755958557, 0.0, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329985.0228443,6,0,0,,912,1652329984,939759016,wx250s/base_link,0,1652329984.939759,0,0,0,0,,0.48503337554571124,-0.0059355531768177806,0.11504760591574187,0.08073350052717596,0.056834226812099355,0.7200194953720789,0.6868943869616613,532,1652329984,952502012,wx250s/base_link,0,1652329984.952502,0,0,0,0,,0.4566055912247662,-0.012517555411688683,0.11467068496348354,0.06948189517902557,0.06631127238527745,0.7216871327140053,0.6855237150325394,346,1652329984,957190514,wx250s/base_link,0,1652329984.9571905,0,0,0,0,,0.4415081648240734,-0.012416440980922122,0.11944463846386122,0.04922636341761535,0.04713311961644945,0.7290589730193474,0.6810493726888479,0,0,0,,0,1652329984.949817,0,0,0,0,,0.4610490438648503,-0.010289849856476194,0.11638764311436221,0.06648058637460562,0.05675953960460875,0.7235885337018105,0.684489158227683,3976,1652329984,938449008,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8375535607337952, 0.0, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329985.0628793,7,0,0,,913,1652329984,973360062,wx250s/base_link,0,1652329984.97336,0,0,0,0,,0.4837985154381055,-0.005920122296981576,0.11588468363033289,0.09170376220104494,0.06693459317784815,0.7203315862894222,0.6842752268115916,533,1652329984,986104012,wx250s/base_link,0,1652329984.986104,0,0,0,0,,0.45641531474597297,-0.012522847251107909,0.11338178449696523,0.07138067598767484,0.0720427902765302,0.7200137068141389,0.6865092114928086,347,1652329984,990813971,wx250s/base_link,0,1652329984.990814,0,0,0,0,,0.44147579781671925,-0.012385466078470166,0.11865526962493739,0.06670666318907728,0.06323390816761422,0.7268709395098835,0.6805955709818042,0,0,0,,0,1652329984.983426,0,0,0,0,,0.46056320933359923,-0.010276145208853218,0.1159739125840785,0.07659703379259901,0.06740376387399753,0.7224054108711483,0.6837933364287349,3980,1652329984,978417582,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8375535607337952, -0.0015339808305725455, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329985.0827272,8,0,0,,914,1652329985,6961107,wx250s/base_link,0,1652329985.006961,0,0,0,0,,0.48382096234012495,-0.005769960015483298,0.11449702203258721,0.08947502053801958,0.0693335958771259,0.7179876921798587,0.6867901768813449,534,1652329985,19705772,wx250s/base_link,0,1652329985.0197058,0,0,0,0,,0.45638812988631666,-0.012219012196545878,0.11467553703753286,0.10393117578711246,0.08653029151651778,0.7146370501676305,0.6862978259307563,348,1652329985,24437666,wx250s/base_link,0,1652329985.0244377,0,0,0,0,,0.43951377184746854,-0.012523635531241056,0.11501112639365074,0.06933477200091431,0.05146622984448928,0.7248921826788627,0.6834290307473411,0,0,0,,0,1652329985.0170348,0,0,0,0,,0.4599076213579701,-0.010170869247756745,0.11472789515459027,0.08758032277534877,0.06911003907937766,0.7191723083421172,0.6855056778531474,3984,1652329985,18407578,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.23623304069042206, 0.8375535607337952, -0.0015339808305725455, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1652329985.1226797,9,0,0,,916,1652329985,74163675,wx250s/base_link,0,1652329985.0741637,0,0,0,0,,0.4818776884768913,-0.005338108628335366,0.10861620375982617,0.09243249852275078,0.07063057056492004,0.718597995043909,0.6856270686294336,536,1652329985,70108891,wx250s/base_link,0,1652329985.070109,0,0,0,0,,0.45500432578702277,-0.01210870515807648,0.10897556748616344,0.09752642579081858,0.06839552468853881,0.717514482298584,0.6862824609203143,349,1652329985,58062077,wx250s/base_link,0,1652329985.058062,0,0,0,0,,0.4384758475709078,-0.012373463244007538,0.11142454211924968,0.08108021250916694,0.04415879094698304,0.7220242210152641,0.6856799724280055,0,0,0,,0,1652329985.067445,0,0,0,0,,0.4584526206116073,-0.009940092343473128,0.10967210445507976,0.09034637894091209,0.06106162873348062,0.7193788994525857,0.6858631673259178,3988,1652329985,58469736,,"['waist', 'shoulder', 'elbow', 'forearm_roll', 'wrist_angle', 'wrist_rotate', 'gripper', 'left_finger', 'right_finger']","(-0.006135923322290182, -0.2316311001777649, 0.8406214714050293, 0.0, -0.34514567255973816, 0.06749515980482101, -0.2623107135295868, 0.016198378056287766, -0.016198378056287766)","(0.0, 0.023980824276804924, 0.023980824276804924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, -2.690000057220459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
